Time,ID,Pixel_X,Pixel_Y,Norm_X,Norm_Y,Norm_Z,World_X,World_Y,World_Z,Sample_ID,Label
0.0,0,705,172,0.5400153398513794,0.1607224345207214,0.1920926570892334,0.181998923420906,-0.6769737005233765,0.1256704330444336,0,pose_data_squat2
0.0,1,693,150,0.5310924053192139,0.1398888528347015,0.1469680219888687,0.1615152359008789,-0.7114050388336182,0.0942697525024414,0,pose_data_squat2
0.0,2,686,147,0.5253228545188904,0.1369703859090805,0.1467710733413696,0.1611915528774261,-0.711494505405426,0.0927295684814453,0,pose_data_squat2
0.0,3,679,145,0.5200203657150269,0.1352071464061737,0.1467132419347763,0.1616591960191726,-0.7117383480072021,0.0945396423339843,0,pose_data_squat2
0.0,4,715,159,0.5477422475814819,0.148443192243576,0.127165213227272,0.1907273679971695,-0.7049558162689209,0.0809993743896484,0,pose_data_squat2
0.0,5,721,161,0.5524656176567078,0.1504528820514679,0.127092644572258,0.1930126398801803,-0.7051588892936707,0.0807523727416992,0,pose_data_squat2
0.0,6,727,163,0.5573316812515259,0.1523589044809341,0.1270826309919357,0.1920999139547348,-0.7041863799095154,0.0847730636596679,0,pose_data_squat2
0.0,7,666,155,0.5104998350143433,0.1448113322257995,0.0244160648435354,0.0622860230505466,-0.6800439953804016,0.0176668167114257,0,pose_data_squat2
0.0,8,723,170,0.5542097687721252,0.158978521823883,-0.0628538057208061,0.1963827461004257,-0.640709638595581,-0.0286265313625335,0,pose_data_squat2
0.0,9,684,186,0.5244858860969543,0.1735613048076629,0.1611749082803726,0.137165829539299,-0.6432305574417114,0.0975565910339355,0,pose_data_squat2
0.0,10,710,194,0.5437950491905212,0.181394875049591,0.135494127869606,0.177224650979042,-0.6299254894256592,0.0844392776489257,0,pose_data_squat2
0.0,11,548,276,0.4199908673763275,0.2572119534015655,0.0626861378550529,-0.0788925439119339,-0.5130214691162109,0.0347139835357666,0,pose_data_squat2
0.0,12,741,301,0.5674747228622437,0.2803595960140228,-0.1672112345695495,0.2366794198751449,-0.4462297856807709,-0.0885889530181884,0,pose_data_squat2
0.0,13,451,399,0.3458907306194305,0.3717033565044403,0.2724089622497558,-0.234460100531578,-0.420872688293457,0.160312533378601,0,pose_data_squat2
0.0,14,752,422,0.5758816599845886,0.3932103514671325,-0.0140496455132961,0.2866067290306091,-0.3152556419372558,-0.0010136365890502,0,pose_data_squat2
0.0,15,477,279,0.3652962446212768,0.260352224111557,0.4913060069084167,-0.155585691332817,-0.5449308156967163,0.3124899864196777,0,pose_data_squat2
0.0,16,806,293,0.6178436279296875,0.2730380296707153,0.2969502508640289,0.3247985243797302,-0.4905730783939361,0.1860764026641845,0,pose_data_squat2
0.0,17,483,254,0.3705368936061859,0.2369245290756225,0.5454198122024536,-0.1429824978113174,-0.581127405166626,0.3383031487464905,0,pose_data_squat2
0.0,18,832,267,0.6376205682754517,0.2490572482347488,0.3236435949802398,0.3356785178184509,-0.5435780882835388,0.2020237445831298,0,pose_data_squat2
0.0,19,519,250,0.3980277180671692,0.2330503314733505,0.5161201357841492,-0.0965493768453598,-0.5991719961166382,0.3252301812171936,0,pose_data_squat2
0.0,20,813,250,0.6228933930397034,0.2330348044633865,0.3365890979766845,0.3157806098461151,-0.5797752737998962,0.2101187705993652,0,pose_data_squat2
0.0,21,517,259,0.3959437906742096,0.2412086576223373,0.4883229434490204,-0.13338403403759,-0.5601182579994202,0.3094858229160309,0,pose_data_squat2
0.0,22,799,259,0.6117986440658569,0.2413206696510315,0.3125168681144714,0.3137597739696502,-0.5143555998802185,0.1951308250427246,0,pose_data_squat2
0.0,23,539,626,0.4128255248069763,0.5830080509185791,0.1120303645730018,-0.0752178654074668,-0.0079473853111267,0.0619313716888427,0,pose_data_squat2
0.0,24,637,629,0.488033264875412,0.5862120389938354,-0.1117409393191337,0.075155109167099,0.0070574451237916,-0.0613489151000976,0,pose_data_squat2
0.0,25,567,838,0.4347761869430542,0.7808143496513367,0.3048974871635437,-0.0193412769585847,0.3026407659053802,0.1787593364715576,0,pose_data_squat2
0.0,26,751,831,0.5750437378883362,0.7745593190193176,-0.0005487413145601,0.2673078775405884,0.3461155295372009,0.0018849372863769,0,pose_data_squat2
0.0,27,557,1022,0.4264966249465942,0.9517173767089844,0.4446059167385101,-0.0518908575177192,0.6352887749671936,0.2439963817596435,0,pose_data_squat2
